artist,Biography,Listeners,Playcount,Similar Artists
Maneva,"Maneva is a renowned reggae band from São Paulo, formed by five close friends who turned their love for music into a story of success and inspiration. Comprising Tales de Polli (vocals and acoustic guitar), Felipe Sousa (guitar), Fernando Gato (bass), Diego Andrade (percussion), and Fabinho Araújo (drums), the band has built an impressive trajectory over approximately 20 years. With over 10 awards and 1.5 billion streams, Maneva is one of the most expressive movements in recent Brazilian music. <a href=""https://www.last.fm/music/Maneva"">Read more on Last.fm</a>",195644,4867110,"['Planta e Raiz', 'Natiruts', 'Armandinho', 'Chimarruts', 'Ponto de Equilíbrio']"
Amenazzy,"José Daniel Betances, or as he is better known, El Nene La Amenazzy, is a popular Spanish-language R&B artist known for hit singles like ""Me Hace Falta"" and ""Mugeriego."" <a href=""https://www.last.fm/music/Amenazzy"">Read more on Last.fm</a>",90042,1048086,"['Rochy RD', 'Brytiago', 'Jey One', 'Jamby El Favo', 'Gigolo y La Exce']"
Silvestre Dangond,"Silvestre Francisco Dangond Corrales aka Silvestrong (Born May 12, 1980 in Urumita, La Guajira) is a Colombian Vallenato singer, composer and Timbales player. Dangond is considered one of the mainstream representatives of the ""new wave"" of vallenato musicians.


Early years

Dangond grew up back and forward between his birthplace Urumita and Valledupar, but mostly in this last one, where his parents moved when he was just a year old to Valledupar due to financial hardships. <a href=""https://www.last.fm/music/Silvestre+Dangond"">Read more on Last.fm</a>",82226,1229865,"['Diomedes Díaz', 'Kaleth Morales', 'Binomio De Oro', 'Los Diablitos', 'Carlos Vives']"
Edward Sanchez," <a href=""https://www.last.fm/music/Edward+Sanchez"">Read more on Last.fm</a>",56,311,"['MIEL SAN MARCOS', 'MaDiel LaRa']"
Towy," <a href=""https://www.last.fm/music/Towy"">Read more on Last.fm</a>",493,1777,"['Juanka', 'Darkiel', 'D.Ozi', 'Sammy & Falsetto', 'Opi The Hit Machine']"
Papi Sousa," <a href=""https://www.last.fm/music/Papi+Sousa"">Read more on Last.fm</a>",33477,440149,"['Alvaro Diaz', 'ALVAR0 DAYS', 'Mora', 'Eladio Carrion', 'Tainy']"
Stephen Marley,"Stephen Robert Nesta Marley, (⋆20  Apr 1972 in Wilmington, Delaware; raised in Kingston, Jam) is a reggae artist and producer, son to Bob Marley and Rita Marley and a 6-time Grammy award winner. 8-20 years old, he was a part of Ziggy Marley & The Melody Makers. His solo debut Mind Control came 2007 (acoustic version 2009). He has produced much of his half brother Damian Marley's albums, as 2005's Welcome to Jamrock, and also for half brother Julian Marley. 2011 Stephen begun release a series of albums benamed Revelation... <a href=""https://www.last.fm/music/Stephen+Marley"">Read more on Last.fm</a>",413190,3884771,"['Damian Marley', 'Collie Buddz', 'Protoje', 'Ky-Mani Marley', 'Julian Marley']"
Natty Bong," <a href=""https://www.last.fm/music/Natty+Bong"">Read more on Last.fm</a>",30181,236775,"['Sublime Reggae Kings', 'Vintage Reggae Soundsystem', ""The Reggister's"", 'Freedom Dub', 'Pinky Dread']"
Mambo Kingz," <a href=""https://www.last.fm/music/Mambo+kingz"">Read more on Last.fm</a>",56186,325912,"['Sammy & Falsetto', 'Los de la Nazza', 'Musicologo y Menes', 'KEVVO', 'Benny Benni']"
Mike Bahía," <a href=""https://www.last.fm/music/Mike+Bah%C3%ADa"">Read more on Last.fm</a>",67180,825689,"['Greeicy', 'Piso 21', 'Fonseca', 'Cali & El Dandee', 'TIMØ']"
Frank Miami," <a href=""https://www.last.fm/music/Frank+Miami"">Read more on Last.fm</a>",5657,17188,"['Carbon Fiber Music', 'Emanuel 2A', 'Carly', 'Benny Benni', 'Conep']"
Jamby El Favo," <a href=""https://www.last.fm/music/Jamby+El+Favo"">Read more on Last.fm</a>",36292,695103,"['Ele A El Dominio', 'Jon Z', 'Bryant Myers', 'Ñengo Flow', 'Anuel AA']"
Clandestino & Yailemm," <a href=""https://www.last.fm/music/Clandestino+&+Yailemm"">Read more on Last.fm</a>",3334,23456,"['Musicologo y Menes', 'Pacho Y Cirilo', 'maldy', 'Los de la Nazza', 'Sammy & Falsetto']"
Green Valley,"Founded in 2004, Green Valley has been making music and performing all over Spain, and the world, for almost twenty years. Frontman, Ander Valverde, has been making music and performing for years before coming up with the idea of forming a band. The band’s name, Green Valley, comes from the English translation of Valverde, Ander’s last name. The band is made up of band members: Egoitz Uriarte, Jonathan Sanchez, Pau Checa, Albert Carrera, Ander Larrea and Ander Valverde. <a href=""https://www.last.fm/music/Green+Valley"">Read more on Last.fm</a>",14374,235519,"['Fyahbwoy', 'Little Pepe', 'Rapsusklei', 'Auxili', 'Sr. Wilson']"
Falo,"FALO
Falo >> Rafael Cuevas Laguna, nacido en el año 1976. Su procedencia en la música es desde el grado elemental, cuando, por su hiperactividad, sus padres decidieron matricularlo en la Antilles Military Academy donde su programas de estudios incluían clases música y se decidió por la trompeta. Sus profesores de música en aquel entonces, Víctor Vázquez e Iván Figueroa, recomendaron que su en la música era muy buena y que debía proseguir estudios en la profesión de músico. <a href=""https://www.last.fm/music/Falo"">Read more on Last.fm</a>",16434,73412,"['Watussi', 'Ranking Stone', 'Don Chezina', 'Rey Pirin', 'Musicologo y Menes']"
Los Illusions," <a href=""https://www.last.fm/music/Los+Illusions"">Read more on Last.fm</a>",73,285,"['Los de la Nazza', 'Sammy & Falsetto', 'Mambo kingz', 'Alexio']"
Tego," <a href=""https://www.last.fm/music/Tego"">Read more on Last.fm</a>",829,5047,"['Tego Ft. Don Omar', 'Tego Ft. Yandel', 'Tego Ft. Voltio', 'Tego ft.Yandel', 'Tego Ft. Plan B']"
Cabas,"Andrés Mauricio Cabas, or just Cabas (born 7 October 1977) is a Colombian musician. His music, which is slowly gaining popularity, is distinguished by its catchy and Caribbean sounding songs.


Cabas released his self-titled album, ""Cabas"", in 2000, which he hoped to be popular and joyful. It became a huge success in Colombia, where his single Mi Bombón (My Lollipop) lead the charts of radio stations for three consecutive months, earning him a Gold Disc and a double Platinum disc. <a href=""https://www.last.fm/music/Cabas"">Read more on Last.fm</a>",104302,899565,"['Andrés Cepeda', 'Fonseca', 'Juanes', 'Santiago Cruz', 'Carlos Vives']"
Joey Montana,"Joey Montana is one of the hottest newe stars of Latin music. At 23 years of age, he has broken ground in Central and South America, Mexico, the United States and Europe. Armed with his lyrical abilities and explosive personality, he is looking to make a name for himself in the ever so popular and growing urban/Latino market, leaving behind his former group of ""La Factoria"". 

His real name is Edgardo Antonio Miranda Beiro, and he was born in Panama City, Panama; on May 3rd, 1982. <a href=""https://www.last.fm/music/Joey+Montana"">Read more on Last.fm</a>",135791,984663,"['Chino & Nacho', 'Nicky Jam', 'Wisin', 'Piso 21', 'Mike Bahía']"
Glaukoma," <a href=""https://www.last.fm/music/Glaukoma"">Read more on Last.fm</a>",2467,49743,"['skakeitan', 'Nikotina', 'Malakias', 'Egurra ta Kitto', 'Gozategi']"
Sticky Fingers,"The 5 piece from Sydney's inner west is delivering a refreshing vibe to the Australian music scene, they began when drummer Beaks and bass player Paddy, met busker Dylan, one night outside the Coopers Arms hotel in Newtown.

Dylan, fresh from N.Z. and not yet 18, was on the streets with his guitar and crack pipe busking for coin outside the pub. “We met him,” Paddy says, “when the Coopers Arms bouncer started hassling us to give the dude money"". <a href=""https://www.last.fm/music/Sticky+Fingers"">Read more on Last.fm</a>",431884,16574916,"['Mako Road', 'Ocean Alley', 'Lime Cordiale', 'Spacey Jane', 'Skegss']"
Skarra Mucci,"Calvin Davis, a.k.a. Skarra Mucci, is a Jamaican dancehall singer and musician, born on March 9, 1973. <a href=""https://www.last.fm/music/Skarra+Mucci"">Read more on Last.fm</a>",28179,271752,"[""L'Entourloop"", 'Taiwan Mc', 'Dub Incorporation', 'Soom T', 'Yaniss Odua']"
O'neil," <a href=""https://www.last.fm/music/O%27neil"">Read more on Last.fm</a>",593,2082,"['Yandell', 'Guanabanas', 'Baby Ranks', 'Divino', 'Wibal Y Alex']"
Samuel Hernández,"Nació el 26 de septiembre de 1972, en el pueblo de Caguas. Sus padres
Elías Hernández y Raquel Vega, lo criaron en los caminos del Señor en
el pueblo de Cidra.

Obtuvo su Bachillerato en Contabilidad y Mercadeo en la Universidad
Metropolitana, siendo el promedio más alto de su clase (4.00 puntos),
recibiendo así el premio de “SUMA CUM LAUDE”.

Comenzó a trabajar como Agente de Seguros en una prestigiosa compañía,
alcanzando el premio de “Agente de Seguro del año”. Luego, decide hacerle <a href=""https://www.last.fm/music/+noredirect/Samuel+Hern%C3%A1ndez"">Read more on Last.fm</a>",11758,100010,"['René González', 'Vino Nuevo', 'Ingrid Rosario', 'Ruth Mixter', 'Jaime Murrell']"
Gyptian,"Gyptian (born Windel Beneto Edwards, 25 October 1983, Oldham, England) is an English-born Jamaican reggae singer. He often appears with roots reggae songs within the reggae subgenre dancehall.
Gyptain best known hits include Serious Times, Mama, Beautiful Lady, I Can Feel Your Pain, Love Against The Wall, Hold You and She's My Lady.

Born to a Seventh-day Adventist mother and Rastafarian father, Gyptian received his musical calling at the age of seven, when he began singing in the church. <a href=""https://www.last.fm/music/Gyptian"">Read more on Last.fm</a>",306975,2599464,"['Vybz Kartel', 'Jah Cure', 'Busy Signal', 'Konshens', 'Mavado']"
Sky Rompiendo,"Alejandro Ramírez Suárez (born May 23, 1992), better known as Sky Rompiendo (“breaking sky” or “Sky breaking”), Sky Rompiendo el Bajo or just Sky is a Colombian producer, songwriter and DJ. He gained recognition at a young age, creating hits with Latin trap and reggaetón artists such as Anitta, Feid, J Balvin, Karol G, Maluma, Nicky Jam and Ozuna. He has received six Latin Grammy Awards as a producer and songwriter.

Ramírez was born on May 23, 1992, in Medellín, Colombia. <a href=""https://www.last.fm/music/Sky+Rompiendo"">Read more on Last.fm</a>",126924,2080954,"['Dei V', 'Chris Jedi', 'RVSSIAN', 'Ovy On The Drums', 'Jhayco']"
Calypso Rose,"McArtha Lewis, better known as Calypso Rose (born April 27, 1940 in Bethel, Tobago) is a Tobagonian calypsonian.

Named after the American general Douglas MacArthur, Rose's earliest years were a crowded environment - 19 people in a one-bedroom house. When she was 9, she moved to live with an uncle in Barataria

She began writing songs at the age of 15, and has written over 800 songs. In 1966 she wrote the song Fire in Me Wire, which has since become a calypso anthem. <a href=""https://www.last.fm/music/Calypso+Rose"">Read more on Last.fm</a>",88247,614622,"['Quantic, Flowering Inferno', 'The Architect', 'Flavia Coelho', 'Passion Coco', 'Chinese Man']"
Wisin,"Juan Luis Morera Luna, born 19 December 1978 (age 34), is from Cayey, Puerto Rico. Wisin is better known as a rapper and occasional singer of the Reggaetón genre, from Wisin & Yandel duo. <a href=""https://www.last.fm/music/Wisin"">Read more on Last.fm</a>",385475,4401603,"['Yandel', 'Nicky Jam', 'Ozuna', 'Wisin & Yandel', 'Daddy Yankee']"
Alex Gargola," <a href=""https://www.last.fm/music/Alex+Gargola"">Read more on Last.fm</a>",16,104,"['Kartiel', 'Arcangel & De La Ghetto', 'El Tio', 'Polaco', 'Divino']"
Servando & Florentino," <a href=""https://www.last.fm/music/Servando+&+Florentino"">Read more on Last.fm</a>",7478,72428,"['Servando', 'Voz Veis', 'Jeremías', 'Los Bacanos', 'Sanluis']"
Cuatro Pesos de Propina," <a href=""https://www.last.fm/music/cuatro+pesos+de+propina"">Read more on Last.fm</a>",10056,222131,"['Once Tiros', 'La Triple Nelson', 'La Trampa', 'Chala Madre', 'Trotsky Vengarán']"
Syko,"There are at least three artists known as Syko:

1. SyKo, also known as Trenton Mondragon (born January 1, 2001), is an American hyperpop producer hailing from Dallas, Texas.

SyKo's musical journey commenced at the age of 14 when he started crafting EDM beats. However, he temporarily abandoned this path and picked up vocal work four years later on Christmas day. 

His breakthrough came with the release of #BrooklynBloodPop! in 2020, which officially dropped on June 18th <a href=""https://www.last.fm/music/Syko"">Read more on Last.fm</a>",453651,6933533,"['siouxxie sixxsta', 'SUICIDAL-IDOL', 'ElyOtto', 'Rebzyyx', 'stxlkin']"
SOJA,"Lead singers Jacob Hemphill (vocals, guitar) and Bob Jefferson (bass) met in first grade in Virginia, shortly after Jacob had returned from living in Africa with his family. The two instantly became best friends, and in middle school found a common love for hip hop and rock music. Throughout middle and high school, they met Patrick O’Shea (keyboards), Ryan Berty (drums), and Ken Brownell (percussion) – who would later form SOJA. During this period, reggae music was becoming an addiction for the budding musicians. <a href=""https://www.last.fm/music/SOJA"">Read more on Last.fm</a>",275437,7151923,"['Tribal Seeds', 'Rebelution', 'Iya Terra', 'Ponto de Equilíbrio', 'Stick Figure']"
DJ TEE," <a href=""https://www.last.fm/music/Dj+Tee"">Read more on Last.fm</a>",4387,18043,"['DJ Woodo', 'Javier Morillas', 'DJ Static', 'Knights of Bass', 'Rick Ski']"
Funky,"There are at least two artists known as Funky:

1) A Christian reggaeton artist from Puerto Rico
2) A Lithuanian pop group <a href=""https://www.last.fm/music/Funky"">Read more on Last.fm</a>",25040,327714,"['Alex Campos', 'Jesús Adrián Romero', 'Tercer Cielo', 'Marcela Gandara', 'MaDiel LaRa']"
Pharrell Williams,"Pharrell Williams (born April 5, 1973 in Virginia Beach, Virginia, United States), also known by his mononym Pharrell, is an American singer-songwriter, rapper, record producer, and fashion designer. Williams and Chad Hugo make up the record production duo the Neptunes, producing soul, hip hop and R&B music. He is also the lead vocalist and drummer of rock, funk, and hip hop band N*E*R*D, which he formed with Hugo and childhood friend Shay Haley. <a href=""https://www.last.fm/music/Pharrell+Williams"">Read more on Last.fm</a>",2790116,44005890,"['N*E*R*D', 'Clipse', 'Tyler, The Creator', 'OFWGKTA', 'Kelis']"
LMK," <a href=""https://www.last.fm/music/LMK"">Read more on Last.fm</a>",6364,66167,"['Papa Style', 'Volodia', 'Ilements', 'Ryon', 'Daddy Mory']"
Costi,"There are multiple artists sharing the name Costi; 

1) Tuomas Kostiainen (born 9 June, 1998 in Tampere, Finland)  is a Finnish rap artist. Better known by his stage name Costi, he rose to fame in 2021 after being on a five-year hiatus. He signed a record deal with PME Records in October 2021 and released his debut EP called SAFARI by the end of the year.

2) Finnish singer-songwriter Costi Snellman. Her songs and tags can be found here: http://www.last.fm/music/Costi+Snellman) <a href=""https://www.last.fm/music/Costi"">Read more on Last.fm</a>",23241,1229160,"['ibe', 'Isac Elliot', 'Mirella', 'Pehmoaino', 'KUUMAA']"
